contains the data for build a graph for analysis.
Exploration Plus Magnitude
magnitude value : 1 5 10 20 50 75 100 
143 perturbation point
PM : Numerical Perturbator
20 list of 100 number
Random numbers generated with 23 as seed
Magnitude   IndexLoc   #Success   #Failure   #Exception #Call      #Perturtions   %Success                   
20          21         3523       1017       0          1030580    4540           ---------------- 77,60     
50          21         3504       1036       0          1030580    4540           ---------------- 77,18     
75          21         3553       987        0          1030580    4540           ---------------- 78,26     
100         21         3515       1025       0          1030580    4540           ---------------- 77,42     
1           22         4540       0          0          1030580    4540           -------------------- 100,00
5           22         4540       0          0          1030580    4540           -------------------- 100,00
10          22         4540       0          0          1030580    4540           -------------------- 100,00
20          22         4540       0          0          1030580    4540           -------------------- 100,00
50          22         4540       0          0          1030580    4540           -------------------- 100,00
75          22         4540       0          0          1030580    4540           -------------------- 100,00
100         22         4540       0          0          1030580    4540           -------------------- 100,00
1           23         4029       511        0          1030580    4540           ------------------ 88,74   
5           23         3656       884        0          1030580    4540           ----------------- 80,53    
10          23         3669       871        0          1030580    4540           ----------------- 80,81    
20          23         3683       857        0          1030580    4540           ----------------- 81,12    
50          23         3401       1139       0          1030580    4540           --------------- 74,91      
75          23         3158       1382       0          1030580    4540           -------------- 69,56       
100         23         3387       1153       0          1030580    4540           --------------- 74,60      
1           24         3507       1033       0          1030580    4540           ---------------- 77,25     
5           24         3022       1518       0          1030580    4540           -------------- 66,56       
10          24         3050       1490       0          1030580    4540           -------------- 67,18       
20          24         3033       1507       0          1030580    4540           -------------- 66,81       
50          24         2786       1754       0          1030580    4540           ------------- 61,37        
75          24         2669       1871       0          1030580    4540           ------------ 58,79         
100         24         2785       1755       0          1030580    4540           ------------- 61,34        
1           25         2540       2000       0          1030580    4540           ------------ 55,95         
5           25         2540       2000       0          1030580    4540           ------------ 55,95         
10          25         2540       2000       0          1030580    4540           ------------ 55,95         
20          25         2540       2000       0          1030580    4540           ------------ 55,95         
50          25         2540       2000       0          1030580    4540           ------------ 55,95         
75          25         2540       2000       0          1030580    4540           ------------ 55,95         
100         25         2540       2000       0          1030580    4540           ------------ 55,95         
1           26         2540       2000       0          1030580    4540           ------------ 55,95         
5           26         2540       2000       0          1030580    4540           ------------ 55,95         
10          26         2540       2000       0          1030580    4540           ------------ 55,95         
20          26         2540       2000       0          1030580    4540           ------------ 55,95         
50          26         2540       2000       0          1030580    4540           ------------ 55,95         
75          26         2540       2000       0          1030580    4540           ------------ 55,95         
100         26         2540       2000       0          1030580    4540           ------------ 55,95         
1           27         2540       2000       0          1030580    4540           ------------ 55,95         
5           27         2540       2000       0          1030580    4540           ------------ 55,95         
10          27         2540       2000       0          1030580    4540           ------------ 55,95         
20          27         2540       2000       0          1030580    4540           ------------ 55,95         
50          27         2540       2000       0          1030580    4540           ------------ 55,95         
75          27         2540       2000       0          1030580    4540           ------------ 55,95         
100         27         2540       2000       0          1030580    4540           ------------ 55,95         
1           28         2540       2000       0          1030580    4540           ------------ 55,95         
5           28         2540       2000       0          1030580    4540           ------------ 55,95         
10          28         2540       2000       0          1030580    4540           ------------ 55,95         
20          28         2540       2000       0          1030580    4540           ------------ 55,95         
50          28         2540       2000       0          1030580    4540           ------------ 55,95         
75          28         2540       2000       0          1030580    4540           ------------ 55,95         
100         28         2540       2000       0          1030580    4540           ------------ 55,95         
1           29         2540       2000       0          1030580    4540           ------------ 55,95         
5           29         2540       2000       0          1030580    4540           ------------ 55,95         
10          29         2540       2000       0          1030580    4540           ------------ 55,95         
20          29         2540       2000       0          1030580    4540           ------------ 55,95         
50          29         2540       2000       0          1030580    4540           ------------ 55,95         
75          29         2540       2000       0          1030580    4540           ------------ 55,95         
100         29         2540       2000       0          1030580    4540           ------------ 55,95         
1           30         2540       2000       0          1030580    4540           ------------ 55,95         
5           30         2540       2000       0          1030580    4540           ------------ 55,95         
10          30         2540       2000       0          1030580    4540           ------------ 55,95         
20          30         2540       2000       0          1030580    4540           ------------ 55,95         
50          30         2540       2000       0          1030580    4540           ------------ 55,95         
75          30         2540       2000       0          1030580    4540           ------------ 55,95         
100         30         2540       2000       0          1030580    4540           ------------ 55,95         
1           31         2540       2000       0          1030580    4540           ------------ 55,95         
5           31         2540       2000       0          1030580    4540           ------------ 55,95         
10          31         2540       2000       0          1030580    4540           ------------ 55,95         
20          31         2540       2000       0          1030580    4540           ------------ 55,95         
50          31         2540       2000       0          1030580    4540           ------------ 55,95         
75          31         2540       2000       0          1030580    4540           ------------ 55,95         
100         31         2540       2000       0          1030580    4540           ------------ 55,95         
1           32         2540       2000       0          1030580    4540           ------------ 55,95         
5           32         2540       2000       0          1030580    4540           ------------ 55,95         
10          32         2540       2000       0          1030580    4540           ------------ 55,95         
20          32         2540       2000       0          1030580    4540           ------------ 55,95         
50          32         2540       2000       0          1030580    4540           ------------ 55,95         
75          32         2540       2000       0          1030580    4540           ------------ 55,95         
100         32         2540       2000       0          1030580    4540           ------------ 55,95         
1           33         2520       2000       20         1030580    4540           ------------ 55,51         
5           33         2440       2000       100        1030380    4540           ----------- 53,74          
10          33         2340       2000       200        1029680    4540           ----------- 51,54          
20          33         2140       2000       400        1026780    4540           ---------- 47,14           
50          33         1540       2000       1000       1006080    4540           ------- 33,92              
75          33         1040       2000       1500       975080     4540           ----- 22,91                
100         33         540        2000       2000       931580     4540           --- 11,89                  
1           34         2520       2000       20         1030580    4540           ------------ 55,51         
5           34         2440       2000       100        1030380    4540           ----------- 53,74          
10          34         2340       2000       200        1029680    4540           ----------- 51,54          
20          34         2140       2000       400        1026780    4540           ---------- 47,14           
50          34         1540       2000       1000       1006080    4540           ------- 33,92              
75          34         1040       2000       1500       975080     4540           ----- 22,91                
100         34         540        2000       2000       931580     4540           --- 11,89                  
1           35         2520       2000       20         1030580    4540           ------------ 55,51         
5           35         2440       2000       100        1030380    4540           ----------- 53,74          
10          35         2340       2000       200        1029680    4540           ----------- 51,54          
20          35         2140       2000       400        1026780    4540           ---------- 47,14           
50          35         1540       2000       1000       1006080    4540           ------- 33,92              
75          35         1040       2000       1500       975080     4540           ----- 22,91                
100         35         540        2000       2000       931580     4540           --- 11,89                  
1           36         2540       2000       0          1030580    4540           ------------ 55,95         
5           36         2540       2000       0          1030580    4540           ------------ 55,95         
10          36         2540       2000       0          1030580    4540           ------------ 55,95         
20          36         2540       2000       0          1030580    4540           ------------ 55,95         
50          36         2540       2000       0          1030580    4540           ------------ 55,95         
75          36         2540       2000       0          1030580    4540           ------------ 55,95         
100         36         2540       2000       0          1030580    4540           ------------ 55,95         
1           37         3573       967        0          1030580    4540           ---------------- 78,70     
5           37         2540       2000       0          1030580    4540           ------------ 55,95         
10          37         2540       2000       0          1030580    4540           ------------ 55,95         
20          37         2540       2000       0          1030580    4540           ------------ 55,95         
50          37         2540       2000       0          1030580    4540           ------------ 55,95         
75          37         2540       2000       0          1030580    4540           ------------ 55,95         
100         37         2540       2000       0          1030580    4540           ------------ 55,95         
1           38         2540       2000       0          1030580    4540           ------------ 55,95         
5           38         2540       2000       0          1030580    4540           ------------ 55,95         
10          38         2540       2000       0          1030580    4540           ------------ 55,95         
20          38         2540       2000       0          1030580    4540           ------------ 55,95         
50          38         2540       2000       0          1030580    4540           ------------ 55,95         
75          38         2540       2000       0          1030580    4540           ------------ 55,95         
100         38         2540       2000       0          1030580    4540           ------------ 55,95         
1           39         2540       2000       0          1030580    4540           ------------ 55,95         
5           39         2540       2000       0          1030580    4540           ------------ 55,95         
10          39         2540       2000       0          1030580    4540           ------------ 55,95         
20          39         2540       2000       0          1030580    4540           ------------ 55,95         
50          39         2540       2000       0          1030580    4540           ------------ 55,95         
75          39         2540       2000       0          1030580    4540           ------------ 55,95         
100         39         2540       2000       0          1030580    4540           ------------ 55,95         
1           40         2540       2000       0          1030580    4540           ------------ 55,95         
5           40         2540       2000       0          1030580    4540           ------------ 55,95         
10          40         2540       2000       0          1030580    4540           ------------ 55,95         
20          40         2540       2000       0          1030580    4540           ------------ 55,95         
50          40         2540       2000       0          1030580    4540           ------------ 55,95         
75          40         2540       2000       0          1030580    4540           ------------ 55,95         
100         40         2540       2000       0          1030580    4540           ------------ 55,95         
1           41         2540       2000       0          1030580    4540           ------------ 55,95         
5           41         2540       2000       0          1030580    4540           ------------ 55,95         
10          41         4540       0          0          1030580    4540           -------------------- 100,00
20          41         4540       0          0          1030580    4540           -------------------- 100,00
50          41         4540       0          0          1030580    4540           -------------------- 100,00
75          41         2540       2000       0          1030580    4540           ------------ 55,95         
100         41         4540       0          0          1030580    4540           -------------------- 100,00
1           42         1760       483        2297       773722     4540           -------- 38,77             
5           42         869        254        3417       648021     4540           ---- 19,14                 
10          42         1137       0          3403       648003     4540           ------ 25,04               
20          42         1110       0          3430       643564     4540           ----- 24,45                
50          42         565        0          3975       584077     4540           --- 12,44                  
75          42         449        129        3962       582843     4540           -- 9,89                    
100         42         578        0          3962       581714     4540           --- 12,73                  
1           43         1269       1033       2238       778405     4540           ------ 27,95               
5           43         0          0          4540       517560     4540            0,00                      
10          43         0          0          4540       517560     4540            0,00                      
20          43         0          0          4540       517560     4540            0,00                      
50          43         0          0          4540       517560     4540            0,00                      
75          43         0          0          4540       517560     4540            0,00                      
100         43         0          0          4540       517560     4540            0,00                      
1           44         2540       2000       0          1030580    4540           ------------ 55,95         
5           44         2540       2000       0          1030580    4540           ------------ 55,95         
10          44         2540       2000       0          1030580    4540           ------------ 55,95         
20          44         2540       2000       0          1030580    4540           ------------ 55,95         
50          44         2540       2000       0          1030580    4540           ------------ 55,95         
75          44         2540       2000       0          1030580    4540           ------------ 55,95         
100         44         2540       2000       0          1030580    4540           ------------ 55,95         
1           45         2540       2000       0          1030580    4540           ------------ 55,95         
5           45         2540       2000       0          1030580    4540           ------------ 55,95         
10          45         2540       2000       0          1030580    4540           ------------ 55,95         
20          45         2540       2000       0          1030580    4540           ------------ 55,95         
50          45         2540       2000       0          1030580    4540           ------------ 55,95         
75          45         2540       2000       0          1030580    4540           ------------ 55,95         
100         45         2540       2000       0          1030580    4540           ------------ 55,95         
1           46         7940       0          0          3152160    7940           -------------------- 100,00
5           46         7940       0          0          3151880    7940           -------------------- 100,00
10          46         7940       0          0          3151080    7940           -------------------- 100,00
20          46         7940       0          0          3147980    7940           -------------------- 100,00
50          46         7940       0          0          3126680    7940           -------------------- 100,00
75          46         7940       0          0          3095180    7940           -------------------- 100,00
100         46         7940       0          0          3051180    7940           -------------------- 100,00
1           47         7920       0          20         3152180    7940           -------------------- 99,75 
5           47         7920       0          20         3152180    7940           -------------------- 99,75 
10          47         7920       0          20         3152180    7940           -------------------- 99,75 
20          47         7920       0          20         3152180    7940           -------------------- 99,75 
50          47         7920       0          20         3152180    7940           -------------------- 99,75 
75          47         7920       0          20         3152180    7940           -------------------- 99,75 
100         47         7920       0          20         3152180    7940           -------------------- 99,75 
1           48         7940       0          0          3152160    7940           -------------------- 100,00
5           48         7940       0          0          3151880    7940           -------------------- 100,00
10          48         7940       0          0          3151080    7940           -------------------- 100,00
20          48         7940       0          0          3147980    7940           -------------------- 100,00
50          48         7940       0          0          3126680    7940           -------------------- 100,00
75          48         7940       0          0          3095180    7940           -------------------- 100,00
100         48         7940       0          0          3051180    7940           -------------------- 100,00
1           49         7920       0          20         3152180    7940           -------------------- 99,75 
5           49         7920       0          20         3152180    7940           -------------------- 99,75 
10          49         7920       0          20         3152180    7940           -------------------- 99,75 
20          49         7920       0          20         3152180    7940           -------------------- 99,75 
50          49         7920       0          20         3152180    7940           -------------------- 99,75 
75          49         7920       0          20         3152180    7940           -------------------- 99,75 
100         49         7920       0          20         3152180    7940           -------------------- 99,75 
1           51         7920       0          0          3136320    7920           -------------------- 100,00
5           51         7840       0          80         3136200    7920           -------------------- 98,99 
10          51         7740       0          180        3135600    7920           -------------------- 97,73 
20          51         7540       0          380        3132900    7920           -------------------- 95,20 
50          51         6940       0          980        3112800    7920           ------------------ 87,63   
75          51         6440       0          1480       3082300    7920           ----------------- 81,31    
100         51         5940       0          1980       3039300    7920           --------------- 75,00      
1           52         7920       0          0          3136320    7920           -------------------- 100,00
5           52         7920       0          0          3136320    7920           -------------------- 100,00
10          52         7920       0          0          3136320    7920           -------------------- 100,00
20          52         7920       0          0          3136320    7920           -------------------- 100,00
50          52         7920       0          0          3136320    7920           -------------------- 100,00
75          52         7920       0          0          3136320    7920           -------------------- 100,00
100         52         7920       0          0          3136320    7920           -------------------- 100,00
1           53         7920       0          0          3136320    7920           -------------------- 100,00
5           53         7920       0          0          3136320    7920           -------------------- 100,00
10          53         7920       0          0          3136320    7920           -------------------- 100,00
20          53         7920       0          0          3136320    7920           -------------------- 100,00
50          53         7920       0          0          3136320    7920           -------------------- 100,00
75          53         7920       0          0          3136320    7920           -------------------- 100,00
100         53         7920       0          0          3136320    7920           -------------------- 100,00
1           54         7920       0          0          3136320    7920           -------------------- 100,00
5           54         7920       0          0          3136320    7920           -------------------- 100,00
10          54         7920       0          0          3136320    7920           -------------------- 100,00
20          54         7920       0          0          3136320    7920           -------------------- 100,00
50          54         7920       0          0          3136320    7920           -------------------- 100,00
75          54         7920       0          0          3136320    7920           -------------------- 100,00
100         54         7920       0          0          3136320    7920           -------------------- 100,00
1           55         7900       0          20         3136320    7920           -------------------- 99,75 
5           55         7820       0          100        3136120    7920           -------------------- 98,74 
10          55         7720       0          200        3135420    7920           -------------------- 97,47 
20          55         7520       0          400        3132520    7920           ------------------- 94,95  
50          55         6920       0          1000       3111820    7920           ------------------ 87,37   
75          55         6420       0          1500       3080820    7920           ----------------- 81,06    
100         55         5920       0          2000       3037320    7920           --------------- 74,75      
1           56         7900       0          20         3136320    7920           -------------------- 99,75 
5           56         7820       0          100        3136120    7920           -------------------- 98,74 
10          56         7720       0          200        3135420    7920           -------------------- 97,47 
20          56         7520       0          400        3132520    7920           ------------------- 94,95  
50          56         6920       0          1000       3111820    7920           ------------------ 87,37   
75          56         6420       0          1500       3080820    7920           ----------------- 81,06    
100         56         5920       0          2000       3037320    7920           --------------- 74,75      
1           57         7900       0          20         3136320    7920           -------------------- 99,75 
5           57         7820       0          100        3136120    7920           -------------------- 98,74 
10          57         7720       0          200        3135420    7920           -------------------- 97,47 
20          57         7520       0          400        3132520    7920           ------------------- 94,95  
50          57         6920       0          1000       3111820    7920           ------------------ 87,37   
75          57         6420       0          1500       3080820    7920           ----------------- 81,06    
100         57         5920       0          2000       3037320    7920           --------------- 74,75      
1           58         7920       0          0          3136320    7920           -------------------- 100,00
5           58         7920       0          0          3136320    7920           -------------------- 100,00
10          58         7920       0          0          3136320    7920           -------------------- 100,00
20          58         7920       0          0          3136320    7920           -------------------- 100,00
50          58         7920       0          0          3136320    7920           -------------------- 100,00
75          58         7920       0          0          3136320    7920           -------------------- 100,00
100         58         7920       0          0          3136320    7920           -------------------- 100,00
1           59         7920       0          0          3136320    7920           -------------------- 100,00
5           59         7920       0          0          3136320    7920           -------------------- 100,00
10          59         7920       0          0          3136320    7920           -------------------- 100,00
20          59         7920       0          0          3136320    7920           -------------------- 100,00
50          59         7920       0          0          3136320    7920           -------------------- 100,00
75          59         7920       0          0          3136320    7920           -------------------- 100,00
100         59         7920       0          0          3136320    7920           -------------------- 100,00
1           60         7920       0          0          3136320    7920           -------------------- 100,00
5           60         7920       0          0          3136320    7920           -------------------- 100,00
10          60         7920       0          0          3136320    7920           -------------------- 100,00
20          60         7920       0          0          3136320    7920           -------------------- 100,00
50          60         7920       0          0          3136320    7920           -------------------- 100,00
75          60         7920       0          0          3136320    7920           -------------------- 100,00
100         60         7920       0          0          3136320    7920           -------------------- 100,00
1           61         7920       0          0          3136320    7920           -------------------- 100,00
5           61         7920       0          0          3136320    7920           -------------------- 100,00
10          61         7920       0          0          3136320    7920           -------------------- 100,00
20          61         7920       0          0          3136320    7920           -------------------- 100,00
50          61         7920       0          0          3136320    7920           -------------------- 100,00
75          61         7920       0          0          3136320    7920           -------------------- 100,00
100         61         7920       0          0          3136320    7920           -------------------- 100,00
1           62         7920       0          0          3136320    7920           -------------------- 100,00
5           62         7840       0          80         3136200    7920           -------------------- 98,99 
10          62         7740       0          180        3135600    7920           -------------------- 97,73 
20          62         7540       0          380        3132900    7920           -------------------- 95,20 
50          62         6940       0          980        3112800    7920           ------------------ 87,63   
75          62         6440       0          1480       3082300    7920           ----------------- 81,31    
100         62         5940       0          1980       3039300    7920           --------------- 75,00      
1           63         7920       0          0          3136320    7920           -------------------- 100,00
5           63         7920       0          0          3136320    7920           -------------------- 100,00
10          63         7920       0          0          3136320    7920           -------------------- 100,00
20          63         7920       0          0          3136320    7920           -------------------- 100,00
50          63         7920       0          0          3136320    7920           -------------------- 100,00
75          63         7920       0          0          3136320    7920           -------------------- 100,00
100         63         7920       0          0          3136320    7920           -------------------- 100,00
1           64         7920       0          0          3136320    7920           -------------------- 100,00
5           64         7920       0          0          3136320    7920           -------------------- 100,00
10          64         7920       0          0          3136320    7920           -------------------- 100,00
20          64         7920       0          0          3136320    7920           -------------------- 100,00
50          64         7920       0          0          3136320    7920           -------------------- 100,00
75          64         7920       0          0          3136320    7920           -------------------- 100,00
100         64         7920       0          0          3136320    7920           -------------------- 100,00
1           65         7900       0          20         3128420    7920           -------------------- 99,75 
5           65         7820       0          100        3097020    7920           -------------------- 98,74 
10          65         7720       0          200        3058220    7920           -------------------- 97,47 
20          65         7520       0          400        2982120    7920           ------------------- 94,95  
50          65         6920       0          1000       2765820    7920           ------------------ 87,37   
75          65         6420       0          1500       2599320    7920           ----------------- 81,06    
100         65         5920       0          2000       2445320    7920           --------------- 74,75      
1           66         7920       0          0          3136320    7920           -------------------- 100,00
5           66         7920       0          0          3136320    7920           -------------------- 100,00
10          66         7920       0          0          3136320    7920           -------------------- 100,00
20          66         7920       0          0          3136320    7920           -------------------- 100,00
50          66         7920       0          0          3136320    7920           -------------------- 100,00
75          66         7920       0          0          3136320    7920           -------------------- 100,00
100         66         7920       0          0          3136320    7920           -------------------- 100,00
1           67         7920       0          0          3136320    7920           -------------------- 100,00
5           67         7920       0          0          3136320    7920           -------------------- 100,00
10          67         7920       0          0          3136320    7920           -------------------- 100,00
20          67         7920       0          0          3136320    7920           -------------------- 100,00
50          67         7920       0          0          3136320    7920           -------------------- 100,00
75          67         7920       0          0          3136320    7920           -------------------- 100,00
100         67         7920       0          0          3136320    7920           -------------------- 100,00
1           68         7920       0          0          3136320    7920           -------------------- 100,00
5           68         7920       0          0          3136320    7920           -------------------- 100,00
10          68         7920       0          0          3136320    7920           -------------------- 100,00
20          68         7920       0          0          3136320    7920           -------------------- 100,00
50          68         7920       0          0          3136320    7920           -------------------- 100,00
75          68         7920       0          0          3136320    7920           -------------------- 100,00
100         68         7920       0          0          3136320    7920           -------------------- 100,00
1           69         7920       0          0          3136320    7920           -------------------- 100,00
5           69         7920       0          0          3136320    7920           -------------------- 100,00
10          69         7920       0          0          3136320    7920           -------------------- 100,00
20          69         7920       0          0          3136320    7920           -------------------- 100,00
50          69         7920       0          0          3136320    7920           -------------------- 100,00
75          69         7920       0          0          3136320    7920           -------------------- 100,00
100         69         7920       0          0          3136320    7920           -------------------- 100,00
1           70         7920       0          0          3136320    7920           -------------------- 100,00
5           70         7920       0          0          3136320    7920           -------------------- 100,00
10          70         7920       0          0          3136320    7920           -------------------- 100,00
20          70         7920       0          0          3136320    7920           -------------------- 100,00
50          70         7920       0          0          3136320    7920           -------------------- 100,00
75          70         7920       0          0          3136320    7920           -------------------- 100,00
100         70         7920       0          0          3136320    7920           -------------------- 100,00
1           71         7920       0          0          3136320    7920           -------------------- 100,00
5           71         7920       0          0          3136320    7920           -------------------- 100,00
10          71         7920       0          0          3136320    7920           -------------------- 100,00
20          71         7920       0          0          3136320    7920           -------------------- 100,00
50          71         7920       0          0          3136320    7920           -------------------- 100,00
75          71         7920       0          0          3136320    7920           -------------------- 100,00
100         71         7920       0          0          3136320    7920           -------------------- 100,00
1           72         7920       0          0          3136320    7920           -------------------- 100,00
5           72         7920       0          0          3136320    7920           -------------------- 100,00
10          72         7920       0          0          3136320    7920           -------------------- 100,00
20          72         7920       0          0          3136320    7920           -------------------- 100,00
50          72         7920       0          0          3136320    7920           -------------------- 100,00
75          72         7920       0          0          3136320    7920           -------------------- 100,00
100         72         7920       0          0          3136320    7920           -------------------- 100,00
1           73         7920       0          0          3136320    7920           -------------------- 100,00
5           73         7920       0          0          3136320    7920           -------------------- 100,00
10          73         7920       0          0          3136320    7920           -------------------- 100,00
20          73         7920       0          0          3136320    7920           -------------------- 100,00
50          73         7920       0          0          3136320    7920           -------------------- 100,00
75          73         7920       0          0          3136320    7920           -------------------- 100,00
100         73         7920       0          0          3136320    7920           -------------------- 100,00
1           74         3969       0          3951       2346750    7920           ----------- 50,11          
5           74         1964       0          5956       1955720    7920           ----- 24,80                
10          74         1972       0          5948       1952569    7920           ----- 24,90                
20          74         1986       0          5934       1970815    7920           ------ 25,08               
50          74         991        0          6929       1769413    7920           --- 12,51                  
75          74         957        0          6963       1759123    7920           --- 12,08                  
